,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44178,68,retired,divorced,secondary,no,4189,no,no,telephone,14,7,897,2,-1,0,unknown,yes
44179,35,management,married,secondary,no,724,yes,no,cellular,14,7,287,2,415,1,failure,yes
44180,30,admin.,married,secondary,no,222,no,no,telephone,14,7,343,9,-1,0,unknown,no
44181,28,student,single,secondary,no,205,no,no,cellular,14,7,87,3,184,2,other,yes
44182,56,blue-collar,married,secondary,no,813,yes,yes,unknown,14,7,71,1,-1,0,unknown,no
44183,66,retired,married,secondary,no,154,no,no,cellular,15,7,268,5,181,2,failure,yes
44184,36,blue-collar,single,tertiary,no,1830,no,no,cellular,15,7,185,5,181,6,failure,no
44185,30,management,single,tertiary,no,232,no,no,cellular,15,7,219,1,91,1,success,yes
44187,46,admin.,married,secondary,no,5021,no,no,cellular,15,7,957,1,182,1,success,yes
44188,47,admin.,married,secondary,no,3676,no,no,cellular,15,7,415,2,342,1,other,yes
44189,31,technician,single,secondary,no,2544,no,no,cellular,15,7,252,1,184,3,success,yes
44190,66,retired,married,primary,no,2173,no,no,cellular,15,7,178,1,181,5,failure,no
44191,64,housemaid,married,primary,no,768,no,no,cellular,15,7,250,2,182,1,success,no
44192,68,retired,married,secondary,no,2469,yes,no,telephone,15,7,552,2,-1,0,unknown,yes
44193,63,blue-collar,married,secondary,no,180,no,no,cellular,15,7,390,2,182,5,success,yes
44194,42,unemployed,married,secondary,no,1289,no,no,cellular,15,7,250,4,415,2,failure,yes
44195,57,blue-collar,married,primary,no,3498,no,no,cellular,15,7,210,2,456,2,success,no
44196,29,student,single,secondary,no,658,no,no,cellular,15,7,198,2,244,4,other,yes
44197,61,retired,married,secondary,no,938,no,no,cellular,15,7,392,2,183,3,success,yes
44198,24,technician,single,secondary,no,3843,no,no,cellular,15,7,561,2,-1,0,unknown,no
44199,45,technician,single,tertiary,no,1591,no,no,cellular,15,7,392,4,-1,0,unknown,no
44200,60,services,single,secondary,no,739,no,no,cellular,15,7,261,1,182,1,success,no
44201,35,services,married,secondary,no,2918,no,yes,cellular,16,7,815,2,407,3,success,yes
44202,38,admin.,single,secondary,no,4803,no,no,cellular,16,7,129,2,182,2,success,no
44203,58,management,married,tertiary,no,1318,no,no,cellular,16,7,184,1,179,5,failure,no
44204,43,unemployed,married,tertiary,no,0,no,no,cellular,16,7,745,1,281,1,failure,yes
44205,64,retired,married,secondary,no,588,no,no,cellular,16,7,574,1,179,3,success,yes
44206,26,admin.,married,secondary,no,2469,no,no,cellular,16,7,136,8,-1,0,unknown,no
44207,22,student,single,primary,no,423,no,no,cellular,16,7,316,1,179,10,success,yes
44208,49,blue-collar,married,secondary,no,1946,no,no,cellular,16,7,486,1,-1,0,unknown,yes
44209,52,technician,married,tertiary,no,2506,no,no,cellular,16,7,377,1,228,3,failure,no
44210,46,management,married,secondary,no,766,yes,no,unknown,16,7,6,1,-1,0,unknown,no
44212,41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,7,106,1,-1,0,unknown,no
44214,37,management,married,tertiary,no,0,no,no,cellular,16,7,268,2,182,3,success,yes
44215,48,unemployed,married,secondary,no,817,no,no,cellular,16,7,806,3,183,5,success,yes
44216,36,management,divorced,tertiary,no,649,no,no,cellular,16,7,237,2,91,1,failure,no
44217,30,management,single,tertiary,no,1268,no,no,cellular,16,7,73,4,-1,0,unknown,no
44218,42,management,divorced,tertiary,no,5037,no,no,cellular,16,7,100,6,84,14,success,no
44220,30,admin.,married,secondary,no,1081,no,no,cellular,16,7,222,2,-1,0,unknown,no
44221,51,admin.,married,secondary,no,423,yes,yes,cellular,16,7,84,5,183,2,failure,no
44222,30,self-employed,married,secondary,no,123,no,yes,unknown,17,7,66,1,85,5,other,no
44224,39,blue-collar,married,secondary,no,2467,no,no,cellular,19,7,207,2,276,3,other,yes
44225,34,technician,married,secondary,no,806,no,no,cellular,19,7,253,3,458,1,success,yes
44226,46,technician,married,secondary,no,9299,no,no,cellular,19,7,1148,1,276,2,other,yes
44228,42,management,married,unknown,no,1519,no,no,cellular,19,7,268,1,-1,0,unknown,yes
44229,60,admin.,married,unknown,no,478,no,no,cellular,19,7,173,2,311,8,failure,yes
44230,36,management,divorced,tertiary,no,1057,no,no,cellular,19,7,230,2,164,2,failure,yes
44231,32,entrepreneur,married,tertiary,no,762,no,no,cellular,19,7,187,11,-1,0,unknown,yes
44232,45,management,married,tertiary,no,31472,no,no,cellular,19,7,568,7,-1,0,unknown,yes
44233,44,management,single,tertiary,no,1090,no,no,cellular,19,7,204,4,532,2,other,yes
44234,73,retired,married,primary,no,1388,no,no,cellular,20,7,146,3,190,3,success,no
44236,57,retired,married,secondary,no,3738,yes,no,cellular,20,7,178,2,92,8,failure,yes
44237,35,management,married,tertiary,no,2374,yes,yes,cellular,20,7,174,2,215,6,other,no
44238,29,admin.,single,secondary,no,854,no,no,cellular,20,7,175,5,95,1,other,no
44239,29,admin.,single,secondary,no,1277,no,no,cellular,20,7,165,2,481,1,success,yes
44240,35,blue-collar,married,secondary,no,-17,yes,no,unknown,20,7,7,1,-1,0,unknown,no
44241,31,unemployed,divorced,tertiary,no,756,no,no,cellular,20,7,355,2,-1,0,unknown,yes
44242,47,self-employed,married,secondary,no,523,no,no,unknown,20,7,7,1,-1,0,unknown,no
44243,41,blue-collar,married,primary,no,178,yes,no,unknown,20,7,5,1,791,1,failure,no
44244,29,management,single,tertiary,no,2344,yes,no,cellular,20,7,288,1,133,2,failure,no
44246,27,admin.,single,secondary,no,125,no,no,cellular,21,7,104,1,288,8,failure,no
44247,49,management,divorced,tertiary,no,300,no,no,cellular,21,7,316,1,-1,0,unknown,yes
44248,24,admin.,single,secondary,no,1055,no,no,cellular,21,7,338,1,-1,0,unknown,no
44249,35,admin.,single,secondary,no,321,no,no,cellular,21,7,143,1,412,3,other,yes
44251,34,management,divorced,tertiary,no,70,yes,no,unknown,22,7,5,1,701,6,other,no
44252,24,admin.,single,secondary,no,1295,no,no,cellular,22,7,355,2,92,1,success,yes
44253,43,management,married,tertiary,no,839,no,no,cellular,22,7,942,1,-1,0,unknown,yes
44254,34,unemployed,single,tertiary,no,1974,no,no,cellular,22,7,355,1,342,3,success,yes
44255,60,unemployed,married,primary,no,0,no,no,cellular,22,7,1193,1,412,1,other,yes
44256,27,admin.,married,tertiary,no,2855,no,no,cellular,22,7,138,2,178,4,success,yes
44257,54,management,divorced,tertiary,no,5475,no,no,cellular,22,7,321,4,-1,0,unknown,yes
44258,38,management,married,tertiary,no,536,yes,no,cellular,22,7,248,1,-1,0,unknown,yes
44259,39,blue-collar,married,primary,no,558,yes,no,unknown,22,7,23,1,531,3,failure,no
44261,34,technician,single,secondary,no,1279,yes,no,cellular,22,7,174,2,160,8,other,yes
44262,93,retired,married,unknown,no,775,no,no,cellular,22,7,860,2,177,7,success,yes
44263,34,technician,single,secondary,no,1313,no,no,cellular,22,7,427,2,94,4,failure,no
44266,33,admin.,single,tertiary,no,146,no,no,cellular,23,7,351,3,-1,0,unknown,yes
44267,37,technician,single,tertiary,no,0,yes,no,cellular,23,7,366,6,-1,0,unknown,yes
44268,35,management,married,tertiary,no,4124,yes,no,cellular,23,7,350,2,445,7,other,yes
44269,41,admin.,married,secondary,no,14968,no,no,cellular,23,7,1360,4,-1,0,unknown,yes
44270,49,admin.,married,secondary,no,197,yes,no,cellular,23,7,125,1,101,3,success,no
44271,33,management,single,tertiary,no,307,no,no,cellular,23,7,113,6,179,4,failure,no
44272,36,technician,divorced,secondary,no,1451,yes,no,cellular,23,7,192,4,93,17,other,yes
44273,30,student,single,tertiary,no,3026,no,no,cellular,23,7,251,1,535,1,failure,yes
44274,41,technician,single,tertiary,no,431,no,no,cellular,23,7,196,1,88,5,failure,yes
44275,29,management,single,tertiary,no,985,yes,no,cellular,23,7,396,2,-1,0,unknown,yes
44276,30,services,single,secondary,no,268,no,no,unknown,24,7,86,1,-1,0,unknown,no
44277,25,student,married,secondary,no,37,no,no,unknown,24,7,11,1,-1,0,unknown,no
44278,28,student,single,secondary,no,2015,no,no,cellular,26,7,110,2,182,2,failure,no
44279,82,retired,married,primary,no,243,no,no,cellular,26,7,275,1,180,2,success,yes
44280,26,student,single,secondary,no,3090,no,no,cellular,26,7,379,1,339,1,failure,no
44281,56,retired,married,secondary,no,393,no,yes,cellular,26,7,183,1,221,2,failure,yes
44282,33,technician,divorced,secondary,no,948,no,no,unknown,26,7,7,1,-1,0,unknown,no
44283,38,unemployed,married,secondary,no,995,no,no,unknown,26,7,84,1,-1,0,unknown,no
44284,27,technician,single,secondary,no,-69,no,no,unknown,26,7,4,1,-1,0,unknown,no
44285,27,management,single,tertiary,no,102,no,no,unknown,26,7,9,1,-1,0,unknown,no
44286,45,blue-collar,single,secondary,no,0,yes,no,cellular,26,7,768,2,91,5,success,no
44287,37,technician,married,secondary,no,1707,yes,no,cellular,26,7,546,2,784,3,failure,yes
44288,48,management,married,tertiary,no,612,no,no,cellular,26,7,86,7,292,1,other,no
44290,37,management,married,tertiary,no,387,no,no,cellular,26,7,128,2,419,1,failure,no
44291,28,admin.,single,tertiary,no,313,no,yes,cellular,26,7,461,2,326,4,failure,no
44293,32,admin.,single,secondary,no,457,no,no,cellular,26,7,109,3,455,2,failure,no
44294,40,technician,married,secondary,no,0,yes,yes,cellular,26,7,105,2,172,1,failure,no
44295,61,self-employed,married,tertiary,no,10861,no,no,cellular,26,7,336,2,259,3,success,yes
44296,23,student,single,secondary,no,794,no,no,cellular,26,7,607,3,171,3,other,yes
44297,69,retired,married,secondary,no,0,no,no,cellular,27,7,666,1,90,4,success,yes
44298,33,services,single,unknown,no,2297,no,no,cellular,27,7,527,1,-1,0,unknown,yes
44299,33,management,single,tertiary,no,373,no,yes,cellular,27,7,267,1,180,4,failure,yes
44300,23,management,single,tertiary,no,1807,no,no,cellular,27,7,606,1,-1,0,unknown,yes
44301,35,management,married,tertiary,no,775,no,no,unknown,27,7,9,1,-1,0,unknown,no
44302,31,services,single,secondary,yes,-248,no,no,unknown,27,7,5,1,-1,0,unknown,no
44303,27,services,single,secondary,no,230,no,no,unknown,27,7,5,1,-1,0,unknown,no
44304,49,admin.,divorced,secondary,no,1180,no,no,cellular,27,7,139,2,181,4,success,no
44305,31,admin.,single,secondary,no,255,no,no,cellular,27,7,167,2,181,1,success,no
44306,45,technician,married,secondary,no,2776,yes,no,cellular,27,7,287,2,181,1,success,yes
44307,61,retired,married,secondary,no,1058,no,no,cellular,27,7,218,2,91,3,success,yes
44308,41,retired,single,primary,no,2579,no,no,cellular,27,7,235,1,287,1,failure,no
44309,49,technician,married,secondary,no,308,no,no,cellular,27,7,266,5,-1,0,unknown,no
44310,47,admin.,married,secondary,no,1210,no,no,cellular,27,7,493,4,-1,0,unknown,no
44311,46,technician,married,unknown,no,3308,no,no,cellular,28,7,219,2,-1,0,unknown,yes
44312,40,admin.,married,secondary,no,0,no,no,cellular,28,7,496,2,182,11,success,yes
44313,55,technician,married,tertiary,no,1320,no,no,cellular,28,7,340,1,91,2,success,yes
44314,24,student,single,secondary,no,822,no,no,cellular,28,7,106,2,-1,0,unknown,no
44315,39,unemployed,married,primary,no,7005,yes,no,cellular,28,7,429,2,184,3,success,yes
44316,82,housemaid,divorced,primary,no,1381,no,no,cellular,28,7,844,5,181,4,failure,yes
44317,27,technician,single,secondary,no,204,no,no,cellular,28,7,471,2,-1,0,unknown,yes
44318,26,technician,married,secondary,no,267,yes,no,cellular,28,7,817,2,-1,0,unknown,yes
44319,31,management,single,tertiary,no,725,yes,no,cellular,28,7,211,1,92,2,failure,no
44320,22,unemployed,single,tertiary,no,993,no,no,cellular,28,7,115,3,93,1,other,yes
44321,27,student,single,tertiary,no,311,no,no,cellular,28,7,462,1,148,4,success,yes
44322,32,admin.,married,secondary,no,389,yes,no,cellular,28,7,129,3,233,3,failure,no
44323,53,blue-collar,married,primary,no,306,no,no,cellular,28,7,388,3,181,1,success,yes
44324,54,management,married,tertiary,no,752,no,no,telephone,29,7,211,5,491,4,other,yes
44325,53,technician,married,tertiary,no,2557,no,no,cellular,29,7,95,4,182,7,success,no
44327,64,retired,married,secondary,no,1574,no,no,telephone,29,7,301,3,-1,0,unknown,yes
44328,33,blue-collar,married,secondary,no,0,yes,no,unknown,29,7,331,1,-1,0,unknown,no
44329,57,technician,married,tertiary,no,1181,no,no,cellular,29,7,169,2,182,2,success,yes
44330,31,management,single,tertiary,no,1761,yes,no,telephone,29,7,332,3,440,3,failure,yes
44331,61,admin.,married,unknown,no,4629,yes,no,cellular,29,7,349,3,183,2,success,yes
44332,35,unemployed,single,tertiary,no,154,no,no,cellular,29,7,200,4,181,2,failure,yes
44333,57,unemployed,divorced,secondary,no,1088,no,no,cellular,29,7,1697,1,-1,0,unknown,no
44334,77,retired,married,secondary,no,4112,no,no,telephone,29,7,426,1,184,3,success,yes
44335,36,services,married,secondary,no,11650,yes,no,telephone,29,7,268,1,-1,0,unknown,yes
44336,32,management,married,tertiary,no,6138,no,no,cellular,29,7,519,2,90,9,failure,yes
44337,25,services,single,unknown,no,2022,no,no,cellular,29,7,276,8,97,12,other,yes
44339,69,retired,single,tertiary,no,2144,no,no,cellular,29,7,417,1,184,4,success,yes
44340,69,technician,married,tertiary,no,482,no,no,cellular,29,7,478,1,267,1,failure,yes
44341,29,management,single,tertiary,no,0,no,no,cellular,29,7,99,6,-1,0,unknown,no
44342,35,management,single,tertiary,no,2187,yes,no,cellular,29,7,229,1,174,13,other,no
44343,47,management,divorced,tertiary,no,-130,yes,no,cellular,30,7,221,4,431,5,other,no
44344,30,admin.,single,tertiary,no,8,no,yes,cellular,30,7,76,2,150,1,failure,no
44345,28,admin.,single,secondary,no,261,yes,yes,cellular,30,7,269,7,182,9,success,no
44346,34,admin.,married,tertiary,no,0,no,no,cellular,30,7,292,1,183,2,success,yes
44347,71,technician,married,secondary,no,3020,no,no,telephone,30,7,304,1,270,3,failure,yes
44348,49,retired,married,primary,no,18,no,no,unknown,30,7,9,1,-1,0,unknown,no
44349,45,management,single,tertiary,no,4831,no,no,cellular,30,7,852,3,182,11,success,yes
44350,64,retired,married,primary,no,12067,no,no,telephone,30,7,367,2,92,2,success,yes
44351,39,entrepreneur,married,secondary,no,689,no,no,cellular,30,7,240,3,-1,0,unknown,no
44352,35,technician,single,secondary,no,1227,no,no,cellular,30,7,1005,5,134,10,success,yes
44355,27,technician,single,secondary,no,842,no,no,cellular,30,7,273,1,91,1,other,no
44356,83,housemaid,divorced,primary,no,5944,no,no,cellular,30,7,200,3,-1,0,unknown,no
44357,23,management,single,tertiary,no,906,no,no,cellular,30,7,160,3,-1,0,unknown,no
44358,31,services,single,tertiary,no,1626,no,no,unknown,31,7,15,1,-1,0,unknown,no
44359,34,unemployed,married,tertiary,no,822,no,no,unknown,1,8,11,1,-1,0,unknown,no
44360,35,self-employed,married,tertiary,no,980,no,no,cellular,2,8,428,2,336,6,failure,no
44361,80,retired,married,secondary,no,173,no,no,cellular,2,8,87,3,-1,0,unknown,no
44362,46,unknown,married,tertiary,no,8564,no,no,cellular,2,8,397,2,342,1,failure,no
44363,33,management,married,tertiary,no,643,no,no,cellular,2,8,203,3,94,1,other,no
44364,26,technician,single,secondary,no,1873,no,no,cellular,2,8,1013,3,276,2,other,no
44365,25,technician,single,secondary,no,31,no,no,cellular,2,8,300,3,-1,0,unknown,no
44366,54,services,married,secondary,no,386,yes,no,cellular,2,8,155,2,-1,0,unknown,no
44367,34,management,single,tertiary,no,275,no,no,cellular,2,8,196,2,455,23,other,yes
44368,34,management,married,secondary,no,369,no,no,cellular,2,8,868,3,342,4,failure,yes
44369,59,technician,single,secondary,no,571,no,yes,unknown,2,8,25,1,-1,0,unknown,no
44370,76,housemaid,married,primary,no,1483,no,no,cellular,2,8,90,4,-1,0,unknown,no
44371,32,technician,single,tertiary,no,388,no,no,cellular,2,8,100,8,95,3,success,no
44372,65,retired,divorced,unknown,no,300,no,no,cellular,2,8,245,2,-1,0,unknown,no
44373,37,blue-collar,single,unknown,no,871,yes,no,cellular,2,8,209,1,542,4,failure,no
44374,55,technician,married,unknown,no,240,yes,no,cellular,2,8,108,3,277,1,success,yes
44375,53,admin.,single,secondary,no,2398,yes,no,cellular,2,8,317,1,180,2,failure,yes
44376,63,management,married,tertiary,no,2785,no,no,cellular,2,8,341,2,392,3,success,yes
44377,32,unemployed,single,secondary,no,8304,no,no,cellular,2,8,486,1,286,2,failure,no
44378,24,student,single,secondary,no,867,no,no,cellular,2,8,135,7,108,8,other,no
44379,33,student,single,unknown,no,2321,no,no,cellular,2,8,308,1,109,4,failure,no
44380,33,management,married,tertiary,no,7154,no,no,cellular,2,8,153,4,129,4,other,no
44381,38,technician,single,tertiary,no,1727,no,no,telephone,2,8,141,2,185,6,other,no
44382,37,management,single,tertiary,no,62,yes,no,cellular,2,8,428,2,272,8,success,yes
44383,30,student,single,secondary,no,3096,no,no,cellular,2,8,226,3,188,1,failure,no
44384,36,technician,single,secondary,no,1745,no,no,cellular,2,8,258,1,-1,0,unknown,no
44385,29,student,single,secondary,no,1377,yes,no,cellular,3,8,248,1,446,2,success,yes
44387,38,management,married,tertiary,no,1199,no,no,cellular,3,8,482,1,-1,0,unknown,yes
44388,34,admin.,married,tertiary,no,0,yes,yes,cellular,3,8,108,2,180,7,failure,no
44391,56,services,married,secondary,no,1989,no,no,cellular,3,8,279,4,181,4,success,yes
44392,48,housemaid,single,primary,no,46,no,no,cellular,3,8,113,2,180,1,failure,yes
44393,33,technician,married,secondary,no,1026,no,no,cellular,3,8,326,2,340,3,failure,no
44394,32,admin.,married,secondary,no,200,no,no,cellular,3,8,172,3,-1,0,unknown,no
44395,42,management,married,tertiary,no,372,yes,no,cellular,3,8,654,2,-1,0,unknown,yes
44396,68,retired,married,tertiary,no,2812,no,no,cellular,3,8,392,4,181,3,success,yes
44397,60,housemaid,married,secondary,no,0,no,no,telephone,3,8,676,2,181,5,failure,yes
44398,34,admin.,married,tertiary,no,69,no,yes,cellular,3,8,263,3,251,3,success,yes
44399,43,blue-collar,married,primary,no,2952,no,no,cellular,3,8,417,2,95,1,other,yes
44400,29,management,married,tertiary,no,198,yes,no,cellular,3,8,1179,1,-1,0,unknown,no
44401,62,retired,married,secondary,no,569,no,no,cellular,4,8,288,1,1,8,success,yes
44402,29,management,married,tertiary,no,198,yes,no,cellular,4,8,453,1,1,1,failure,no
44403,68,retired,married,tertiary,no,2812,no,no,cellular,4,8,651,1,1,7,success,yes
44404,38,management,married,tertiary,no,1199,no,no,cellular,4,8,178,1,1,1,success,yes
44405,59,unknown,married,unknown,no,1500,no,no,cellular,4,8,248,1,182,1,other,no
44406,63,entrepreneur,married,secondary,no,3904,no,no,telephone,4,8,250,2,187,2,success,yes
44407,48,admin.,married,secondary,no,156,no,no,cellular,4,8,291,1,-1,0,unknown,yes
44408,30,services,single,tertiary,no,1788,no,no,cellular,4,8,288,1,181,2,failure,yes
44409,45,admin.,married,secondary,no,205,no,no,cellular,4,8,180,1,92,3,success,yes
44410,78,retired,married,unknown,no,38,no,no,telephone,4,8,156,1,1,3,other,no
44411,59,unemployed,married,secondary,no,1625,no,no,cellular,4,8,198,1,180,2,success,yes
44412,38,management,married,tertiary,no,238,no,no,cellular,4,8,139,1,92,3,failure,yes
44413,33,technician,married,secondary,no,1026,no,no,cellular,4,8,87,1,1,5,failure,no
44415,80,retired,married,secondary,no,2354,no,no,telephone,4,8,199,2,181,3,success,no
44416,30,housemaid,single,tertiary,no,19,no,no,cellular,4,8,139,1,92,5,success,yes
44417,35,management,single,tertiary,no,747,no,no,cellular,4,8,91,1,1,6,other,no
44418,35,unemployed,single,tertiary,no,415,no,no,cellular,4,8,462,1,92,4,success,yes
44419,32,management,married,tertiary,no,1812,no,no,cellular,4,8,296,1,182,4,other,yes
44420,93,retired,married,unknown,no,775,no,no,cellular,4,8,476,2,13,9,success,yes
44422,30,admin.,single,secondary,no,3528,no,no,cellular,4,8,250,1,92,2,failure,yes
44423,42,admin.,married,secondary,no,641,no,no,cellular,4,8,111,1,1,1,other,no
44424,33,technician,married,secondary,no,180,no,no,cellular,4,8,561,1,435,3,failure,yes
44425,48,housemaid,single,primary,no,46,no,no,cellular,4,8,118,1,1,3,success,yes
44426,38,services,married,secondary,no,4017,no,no,cellular,4,8,470,1,96,3,success,yes
44427,28,student,single,secondary,no,970,no,no,telephone,4,8,297,1,-1,0,unknown,no
44428,34,admin.,married,tertiary,no,69,no,yes,cellular,4,8,120,3,1,6,success,yes
44429,42,management,married,tertiary,no,372,yes,no,cellular,4,8,153,3,1,2,success,yes
44430,36,management,married,tertiary,no,1133,yes,no,cellular,4,8,293,1,181,2,other,yes
44431,50,management,married,tertiary,no,2881,no,no,cellular,5,8,510,2,2,5,other,no
44432,34,technician,married,secondary,no,0,yes,no,cellular,5,8,231,2,2,3,success,yes
44434,60,services,married,secondary,no,4428,no,no,cellular,5,8,382,1,97,5,other,no
44435,34,admin.,married,tertiary,no,79,yes,no,cellular,5,8,203,1,92,5,success,yes
44436,29,management,single,tertiary,no,437,no,no,cellular,5,8,504,1,92,1,success,yes
44437,38,technician,married,secondary,no,318,no,no,cellular,5,8,274,1,182,6,success,yes
44438,53,management,married,tertiary,no,18931,no,no,cellular,5,8,224,1,86,23,other,no
44439,41,technician,single,tertiary,no,1646,yes,no,cellular,5,8,172,3,92,8,success,yes
44440,38,admin.,single,secondary,no,115,no,no,cellular,5,8,250,3,182,10,failure,no
44441,45,blue-collar,single,secondary,no,0,no,no,cellular,5,8,374,2,472,1,success,yes
44443,53,management,married,tertiary,no,3591,yes,no,cellular,5,8,306,2,181,2,other,yes
44444,56,management,divorced,tertiary,no,2037,no,no,cellular,5,8,318,1,91,6,failure,yes
44445,36,services,married,secondary,no,394,no,no,cellular,5,8,324,1,-1,0,unknown,yes
44446,32,management,single,tertiary,no,1077,no,no,cellular,5,8,200,1,717,4,failure,no
44447,33,technician,single,secondary,no,2979,no,no,cellular,5,8,326,2,437,1,failure,yes
44448,41,management,married,tertiary,no,1092,no,no,cellular,5,8,736,1,-1,0,unknown,yes
44449,67,retired,divorced,primary,no,1746,no,no,cellular,5,8,134,1,-1,0,unknown,no
44451,45,management,married,tertiary,no,2077,no,no,cellular,5,8,163,1,-1,0,unknown,no
44452,28,management,single,tertiary,no,1530,no,no,cellular,5,8,98,3,-1,0,unknown,no
44453,29,housemaid,single,tertiary,no,2196,no,no,cellular,5,8,215,1,-1,0,unknown,yes
44454,34,management,single,tertiary,no,417,yes,no,cellular,5,8,270,1,174,15,failure,yes
44455,21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,8,323,1,-1,0,unknown,yes
44456,27,self-employed,single,tertiary,no,347,no,no,cellular,6,8,385,4,-1,0,unknown,yes
44457,37,management,married,tertiary,no,2283,no,no,cellular,6,8,303,2,92,4,success,yes
44458,52,housemaid,married,primary,no,256,no,no,cellular,6,8,137,1,-1,0,unknown,no
44459,29,admin.,single,tertiary,no,-197,no,no,unknown,6,8,47,1,-1,0,unknown,no
44460,33,student,married,secondary,no,1536,no,no,cellular,6,8,258,2,178,4,success,yes
44462,61,blue-collar,married,primary,no,5,no,no,cellular,6,8,562,2,94,3,success,yes
44463,27,technician,single,tertiary,no,401,no,no,cellular,6,8,218,3,93,2,success,yes
44464,22,student,single,secondary,no,216,no,no,cellular,6,8,178,1,179,2,success,yes
44465,37,management,married,secondary,no,565,no,no,cellular,6,8,174,1,93,3,failure,yes
44466,82,retired,divorced,primary,no,0,no,no,cellular,6,8,381,3,295,1,failure,no
44467,42,admin.,married,tertiary,no,1536,no,no,cellular,6,8,140,1,182,4,failure,no
44468,45,admin.,married,secondary,no,476,no,no,cellular,6,8,356,1,364,1,other,yes
44469,35,admin.,single,secondary,no,-32,no,yes,cellular,6,8,366,2,178,9,success,yes
44470,28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,8,221,2,-1,0,unknown,yes
44471,32,student,single,tertiary,no,0,no,no,cellular,6,8,101,5,3,6,other,no
44472,31,blue-collar,single,secondary,no,228,no,no,cellular,6,8,744,1,88,4,other,yes
44473,62,management,married,tertiary,no,1859,no,no,telephone,6,8,245,3,-1,0,unknown,yes
44474,47,management,married,tertiary,no,2306,no,no,telephone,6,8,239,4,-1,0,unknown,yes
44475,37,technician,married,tertiary,no,4596,yes,no,cellular,6,8,323,1,91,6,failure,no
44478,37,blue-collar,married,secondary,no,80,yes,yes,unknown,9,8,6,1,461,5,failure,no
44479,71,retired,married,secondary,no,2064,no,no,cellular,9,8,370,2,291,1,failure,no
44480,79,retired,divorced,secondary,no,631,no,no,telephone,9,8,440,5,182,3,failure,no
44482,60,housemaid,married,primary,no,182,no,no,cellular,9,8,182,2,95,11,failure,no
44484,28,management,single,tertiary,no,6791,no,no,telephone,9,8,361,1,46,35,failure,no
44485,55,services,married,tertiary,no,2877,no,no,cellular,9,8,305,1,91,2,other,no
44487,60,technician,married,secondary,no,824,yes,no,cellular,9,8,265,1,181,8,success,yes
44488,32,services,married,secondary,no,859,yes,no,unknown,9,8,39,1,-1,0,unknown,no
44489,31,blue-collar,married,secondary,no,0,yes,no,unknown,10,8,97,1,782,1,other,yes
44490,26,admin.,married,secondary,no,284,no,no,unknown,10,8,11,1,-1,0,unknown,no
44491,66,management,married,tertiary,no,6251,no,no,cellular,10,8,273,2,356,10,other,no
44492,25,student,single,secondary,no,348,no,no,cellular,10,8,245,1,-1,0,unknown,yes
44493,19,student,single,unknown,no,108,no,no,cellular,10,8,168,1,182,2,success,yes
44494,40,blue-collar,married,secondary,no,1515,yes,no,cellular,10,8,503,1,-1,0,unknown,yes
44495,44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,8,412,1,-1,0,unknown,yes
44496,33,management,married,tertiary,no,1514,no,no,cellular,10,8,447,1,728,2,failure,yes
44497,53,unemployed,married,secondary,no,94,no,no,cellular,10,8,493,1,181,14,success,yes
44498,32,technician,married,secondary,no,473,no,yes,cellular,10,8,1064,1,95,3,success,yes
44499,30,technician,single,tertiary,no,2325,no,no,cellular,10,8,263,1,127,7,failure,yes
44500,36,student,single,unknown,no,417,no,no,cellular,10,8,304,1,181,1,success,yes
44501,56,technician,divorced,secondary,no,3450,no,no,cellular,10,8,507,1,181,2,success,yes
44502,34,management,married,tertiary,no,573,no,no,cellular,10,8,122,1,-1,0,unknown,no
44503,38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,8,223,1,414,4,failure,yes
44505,22,self-employed,single,secondary,no,2138,no,yes,cellular,10,8,164,1,109,2,other,yes
44506,34,technician,single,secondary,no,2085,no,no,cellular,10,8,356,3,182,2,success,yes
44507,46,self-employed,divorced,secondary,no,0,no,no,unknown,10,8,6,1,-1,0,unknown,no
44508,29,admin.,single,secondary,no,464,no,no,cellular,10,8,317,2,518,1,failure,yes
44509,29,blue-collar,single,tertiary,no,98,no,no,cellular,10,8,170,2,-1,0,unknown,no
44510,61,retired,married,secondary,no,1853,no,no,telephone,10,8,520,1,181,2,success,yes
44512,55,technician,married,secondary,no,10185,no,no,cellular,11,8,248,1,180,4,success,no
44513,24,student,single,secondary,no,1925,no,no,cellular,11,8,1363,1,-1,0,unknown,yes
44514,28,services,single,secondary,no,899,no,no,unknown,11,8,61,1,-1,0,unknown,no
44515,65,entrepreneur,married,tertiary,no,2331,no,no,telephone,11,8,425,1,183,2,success,yes
44516,70,retired,married,primary,no,324,no,no,cellular,11,8,632,1,308,6,other,yes
44517,60,technician,married,secondary,no,116,no,no,cellular,11,8,329,2,181,8,success,yes
44518,30,student,single,secondary,no,1779,no,no,cellular,11,8,233,1,433,1,success,yes
44519,51,management,married,tertiary,no,346,no,no,cellular,11,8,237,1,180,6,success,yes
